week,year,crop,doy,mean_ndvi,q25_ndvi,q75_ndvi,n_pixels
18,2012,soy,226,0.921675048828125,0.904,0.956,3596555
19,2012,soy,233,0.9172000732421876,0.896,0.952,3596555
20,2012,soy,240,0.9003056640625,0.872,0.94,3596555
21,2012,soy,247,0.8691242065429687,0.828,0.916,3596555
22,2012,soy,254,0.8289645385742187,0.768,0.892,3596555
23,2012,soy,261,0.78097021484375,0.72,0.84,3596555
24,2012,soy,268,0.74937255859375,0.692,0.8,3596555
25,2012,soy,275,0.7145159301757813,0.66,0.756,3596555
26,2012,soy,282,0.7121768798828125,0.66,0.752,3596555
27,2012,soy,289,0.6971083984375,0.648,0.736,3596555
28,2012,soy,296,0.6838736572265625,0.628,0.732,3596555
29,2012,soy,303,0.6831097412109375,0.644,0.724,3596555
30,2012,soy,310,0.6835049438476563,0.636,0.728,3596555
0,2012,wheat,100,0.8020974731445313,0.724,0.888,1092203
1,2012,wheat,107,0.8379183959960937,0.78,0.912,1092203
2,2012,wheat,114,0.8457601318359375,0.792,0.908,1092203
3,2012,wheat,121,0.8404923095703125,0.796,0.896,1092203
4,2012,wheat,128,0.8299425048828125,0.784,0.884,1092203
5,2012,wheat,135,0.8189595336914063,0.772,0.868,1092203
6,2012,wheat,142,0.7765704345703125,0.724,0.824,1092203
7,2012,wheat,149,0.7604352416992187,0.7,0.804,1092203
8,2012,wheat,156,0.7381862182617187,0.676,0.78,1092203
9,2012,wheat,163,0.7285421752929687,0.668,0.768,1092203
10,2012,wheat,170,0.7334072875976563,0.668,0.784,1092203
11,2012,wheat,177,0.7350819702148438,0.664,0.788,1092203
12,2012,wheat,184,0.7231226196289062,0.656,0.772,1092203
13,2012,wheat,191,0.7210317993164063,0.652,0.772,1092203
14,2012,wheat,198,0.7234972534179688,0.66,0.772,1092203
15,2012,wheat,205,0.7175415649414062,0.656,0.76,1092203
16,2012,wheat,212,0.7202794799804687,0.656,0.764,1092203
17,2012,wheat,219,0.7265215454101562,0.664,0.772,1092203
18,2012,wheat,226,0.7229373168945312,0.66,0.764,1092203
19,2012,wheat,233,0.7179356079101562,0.652,0.76,1092203
20,2012,wheat,240,0.722992431640625,0.656,0.772,1092203
21,2012,wheat,247,0.7135509643554687,0.648,0.76,1092203
22,2012,wheat,254,0.7050452880859375,0.644,0.744,1092203
23,2012,wheat,261,0.7082584838867187,0.652,0.752,1092203
24,2012,wheat,268,0.67759814453125,0.628,0.708,1092203
25,2012,wheat,275,0.687217041015625,0.644,0.716,1092203
26,2012,wheat,282,0.68831787109375,0.644,0.72,1092203
27,2012,wheat,289,0.6838358154296875,0.64,0.712,1092203
28,2012,wheat,296,0.672412353515625,0.632,0.7,1092203
29,2012,wheat,303,0.6790084228515625,0.636,0.716,1092203
30,2012,wheat,310,0.6911458129882813,0.636,0.736,1092203
0,2013,corn,105,0.63502001953125,0.576,0.68,4844439
1,2013,corn,112,0.6750424194335938,0.636,0.704,4844439
2,2013,corn,119,0.68565234375,0.636,0.72,4844439
3,2013,corn,126,0.7076876220703125,0.656,0.744,4844439
4,2013,corn,133,0.708341796875,0.652,0.748,4844439
5,2013,corn,140,0.7274376831054687,0.672,0.776,4844439
6,2013,corn,147,0.7147171630859375,0.656,0.764,4844439
7,2013,corn,154,0.7302055053710937,0.676,0.788,4844439
8,2013,corn,161,0.7799747924804687,0.72,0.836,4844439
9,2013,corn,168,0.8126954345703125,0.76,0.868,4844439
10,2013,corn,175,0.8617407836914063,0.824,0.912,4844439
11,2013,corn,182,0.8833822021484375,0.852,0.932,4844439
12,2013,corn,189,0.9251041870117187,0.908,0.96,4844439
13,2013,corn,196,0.9354004516601563,0.92,0.968,4844439
14,2013,corn,203,0.9342916259765625,0.92,0.964,4844439
15,2013,corn,210,0.9279766845703125,0.912,0.964,4844439
16,2013,corn,217,0.9360797119140625,0.924,0.968,4844439
17,2013,corn,224,0.943005126953125,0.932,0.968,4844439
18,2013,corn,231,0.9452777099609375,0.932,0.968,4844439
19,2013,corn,238,0.933213623046875,0.92,0.964,4844439
20,2013,corn,245,0.9206830444335937,0.904,0.952,4844439
21,2013,corn,252,0.8847042846679688,0.86,0.928,4844439
22,2013,corn,259,0.8531964111328125,0.816,0.896,4844439
23,2013,corn,266,0.826114501953125,0.784,0.872,4844439
24,2013,corn,273,0.7661451416015626,0.724,0.812,4844439
25,2013,corn,280,0.7691263427734375,0.724,0.808,4844439
26,2013,corn,287,0.71795361328125,0.672,0.756,4844439
27,2013,corn,294,0.711202392578125,0.668,0.744,4844439
28,2013,corn,301,0.6834388427734375,0.644,0.712,4844439
29,2013,corn,308,0.682579345703125,0.644,0.72,4844439
0,2013,soy,105,0.64001708984375,0.544,0.696,3621336
1,2013,soy,112,0.6813999633789063,0.636,0.724,3621336
2,2013,soy,119,0.6949348754882813,0.636,0.744,3621336
3,2013,soy,126,0.71380078125,0.656,0.76,3621336
4,2013,soy,133,0.713561767578125,0.648,0.764,3621336
5,2013,soy,140,0.7282401123046875,0.668,0.78,3621336
6,2013,soy,147,0.7121544189453125,0.652,0.764,3621336
7,2013,soy,154,0.732056396484375,0.676,0.792,3621336
8,2013,soy,161,0.7725252075195312,0.712,0.828,3621336
9,2013,soy,168,0.7959578857421875,0.74,0.848,3621336
10,2013,soy,175,0.8364363403320313,0.792,0.888,3621336
11,2013,soy,182,0.85733251953125,0.816,0.912,3621336
12,2013,soy,189,0.908173583984375,0.88,0.948,3621336
13,2013,soy,196,0.917254150390625,0.892,0.956,3621336
14,2013,soy,203,0.9262939453125,0.908,0.96,3621336
15,2013,soy,210,0.92402099609375,0.904,0.964,3621336
16,2013,soy,217,0.9362772216796875,0.924,0.972,3621336
17,2013,soy,224,0.9483636474609375,0.936,0.972,3621336
18,2013,soy,231,0.9522713012695313,0.94,0.972,3621336
19,2013,soy,238,0.9419962768554687,0.928,0.968,3621336
20,2013,soy,245,0.9335799560546875,0.916,0.96,3621336
21,2013,soy,252,0.8968076171875,0.868,0.936,3621336
22,2013,soy,259,0.860174560546875,0.82,0.904,3621336
23,2013,soy,266,0.8241238403320312,0.78,0.872,3621336
24,2013,soy,273,0.7575863647460938,0.712,0.804,3621336
25,2013,soy,280,0.7635010375976562,0.716,0.804,3621336
26,2013,soy,287,0.7180653076171875,0.668,0.76,3621336
27,2013,soy,294,0.7103001708984376,0.664,0.744,3621336
28,2013,soy,301,0.6819738159179688,0.64,0.712,3621336
29,2013,soy,308,0.6851752319335938,0.644,0.724,3621336
0,2013,wheat,105,0.720851806640625,0.636,0.808,1089450
1,2013,wheat,112,0.746696533203125,0.656,0.836,1089450
2,2013,wheat,119,0.7661170654296875,0.68,0.852,1089450
3,2013,wheat,126,0.7861983642578125,0.696,0.876,1089450
4,2013,wheat,133,0.7978744506835938,0.72,0.88,1089450
5,2013,wheat,140,0.8035626831054687,0.732,0.884,1089450
6,2013,wheat,147,0.787078857421875,0.72,0.856,1089450
7,2013,wheat,154,0.7893923950195313,0.724,0.856,1089450
8,2013,wheat,161,0.78024365234375,0.716,0.844,1089450
9,2013,wheat,168,0.759259765625,0.692,0.82,1089450
10,2013,wheat,175,0.7485241088867187,0.684,0.808,1089450
11,2013,wheat,182,0.7446260986328125,0.676,0.8,1089450
12,2013,wheat,189,0.7510211181640625,0.676,0.812,1089450
13,2013,wheat,196,0.751586669921875,0.68,0.812,1089450
14,2013,wheat,203,0.7445801391601562,0.664,0.816,1089450
15,2013,wheat,210,0.7738849487304688,0.7,0.844,1089450
16,2013,wheat,217,0.7895560302734375,0.712,0.868,1089450
17,2013,wheat,224,0.8118743896484375,0.744,0.884,1089450
18,2013,wheat,231,0.8158560180664063,0.752,0.884,1089450
19,2013,wheat,238,0.7874490356445313,0.72,0.852,1089450
20,2013,wheat,245,0.7711666870117188,0.7,0.836,1089450
21,2013,wheat,252,0.7324199829101562,0.66,0.796,1089450
22,2013,wheat,259,0.744916748046875,0.688,0.792,1089450
23,2013,wheat,266,0.7487493896484375,0.692,0.796,1089450
24,2013,wheat,273,0.7309319458007812,0.68,0.772,1089450
25,2013,wheat,280,0.7396627197265625,0.692,0.78,1089450
26,2013,wheat,287,0.7252886352539063,0.68,0.764,1089450
27,2013,wheat,294,0.7271285400390625,0.684,0.76,1089450
28,2013,wheat,301,0.721378662109375,0.68,0.752,1089450
29,2013,wheat,308,0.7229928588867187,0.68,0.756,1089450
0,2014,corn,104,0.6660432739257812,0.636,0.684,4578408
1,2014,corn,111,0.670969482421875,0.636,0.692,4578408
2,2014,corn,118,0.66881591796875,0.632,0.696,4578408
3,2014,corn,125,0.6949776611328125,0.648,0.728,4578408
4,2014,corn,132,0.7008310546875,0.652,0.736,4578408
5,2014,corn,139,0.7171511840820313,0.664,0.756,4578408
6,2014,corn,146,0.73981494140625,0.684,0.784,4578408
7,2014,corn,153,0.7651825561523438,0.716,0.812,4578408
8,2014,corn,160,0.8076956176757812,0.752,0.864,4578408
9,2014,corn,167,0.8445474243164063,0.8,0.896,4578408
10,2014,corn,174,0.870982177734375,0.836,0.92,4578408
11,2014,corn,181,0.9096703491210938,0.884,0.948,4578408
12,2014,corn,188,0.9329409790039063,0.916,0.964,4578408
13,2014,corn,195,0.9299225463867188,0.912,0.96,4578408
14,2014,corn,202,0.942673828125,0.928,0.968,4578408
15,2014,corn,209,0.9446342163085938,0.932,0.968,4578408
16,2014,corn,216,0.8890045776367187,0.848,0.956,4578408
17,2014,corn,223,0.9445015869140625,0.936,0.968,4578408
18,2014,corn,230,0.9251731567382813,0.912,0.96,4578408
19,2014,corn,237,0.9268090209960937,0.916,0.96,4578408
20,2014,corn,244,0.924161376953125,0.912,0.952,4578408
21,2014,corn,251,0.889056884765625,0.868,0.928,4578408
22,2014,corn,258,0.8758079833984375,0.848,0.912,4578408
23,2014,corn,265,0.8325392456054688,0.796,0.872,4578408
24,2014,corn,272,0.7596314697265625,0.712,0.808,4578408
25,2014,corn,279,0.753844482421875,0.708,0.792,4578408
26,2014,corn,286,0.7191820678710937,0.68,0.76,4578408
27,2014,corn,293,0.7282811889648437,0.688,0.76,4578408
28,2014,corn,300,0.7052477416992188,0.66,0.736,4578408
29,2014,corn,307,0.6894725341796875,0.652,0.724,4578408
0,2014,soy,104,0.6676904907226563,0.636,0.684,3991429
1,2014,soy,111,0.6702867431640624,0.632,0.692,3991429
2,2014,soy,118,0.669537353515625,0.628,0.696,3991429
3,2014,soy,125,0.6956551513671875,0.644,0.732,3991429
4,2014,soy,132,0.69989990234375,0.648,0.74,3991429
5,2014,soy,139,0.7155429077148437,0.66,0.756,3991429
6,2014,soy,146,0.7333685302734375,0.68,0.776,3991429
7,2014,soy,153,0.7494061889648438,0.7,0.796,3991429
8,2014,soy,160,0.7826297607421875,0.728,0.836,3991429
9,2014,soy,167,0.8105524291992188,0.76,0.864,3991429
10,2014,soy,174,0.8235670776367188,0.776,0.884,3991429
11,2014,soy,181,0.8787979125976563,0.84,0.928,3991429
12,2014,soy,188,0.90860498046875,0.88,0.948,3991429
13,2014,soy,195,0.9124746704101563,0.884,0.952,3991429
14,2014,soy,202,0.931720458984375,0.908,0.964,3991429
15,2014,soy,209,0.9434996337890625,0.928,0.968,3991429
16,2014,soy,216,0.8916288452148438,0.852,0.956,3991429
17,2014,soy,223,0.9492914428710938,0.936,0.972,3991429
18,2014,soy,230,0.93313525390625,0.92,0.968,3991429
19,2014,soy,237,0.9356384887695313,0.924,0.968,3991429
20,2014,soy,244,0.9375653076171875,0.924,0.96,3991429
21,2014,soy,251,0.9050460205078125,0.888,0.94,3991429
22,2014,soy,258,0.8868496704101563,0.86,0.92,3991429
23,2014,soy,265,0.8354627685546875,0.796,0.876,3991429
24,2014,soy,272,0.759123779296875,0.708,0.808,3991429
25,2014,soy,279,0.7502589721679688,0.704,0.792,3991429
26,2014,soy,286,0.7181712646484375,0.676,0.76,3991429
27,2014,soy,293,0.724771728515625,0.68,0.76,3991429
28,2014,soy,300,0.701216552734375,0.656,0.732,3991429
29,2014,soy,307,0.687408935546875,0.648,0.728,3991429
0,2014,wheat,104,0.7337019653320312,0.672,0.788,1079155
1,2014,wheat,111,0.7554382934570313,0.7,0.812,1079155
2,2014,wheat,118,0.7554909057617187,0.696,0.812,1079155
3,2014,wheat,125,0.7659453125,0.708,0.824,1079155
4,2014,wheat,132,0.7518265380859375,0.696,0.804,1079155
5,2014,wheat,139,0.769785400390625,0.716,0.824,1079155
6,2014,wheat,146,0.7837083740234375,0.712,0.852,1079155
7,2014,wheat,153,0.7725236206054688,0.7,0.84,1079155
8,2014,wheat,160,0.7822745971679688,0.716,0.848,1079155
9,2014,wheat,167,0.7770578002929688,0.712,0.836,1079155
10,2014,wheat,174,0.7622963256835937,0.696,0.824,1079155
11,2014,wheat,181,0.7917996215820312,0.728,0.856,1079155
12,2014,wheat,188,0.780264892578125,0.708,0.848,1079155
13,2014,wheat,195,0.7794674682617188,0.712,0.844,1079155
14,2014,wheat,202,0.775412841796875,0.704,0.844,1079155
15,2014,wheat,209,0.776929931640625,0.708,0.844,1079155
16,2014,wheat,216,0.7757787475585938,0.708,0.836,1079155
17,2014,wheat,223,0.7770983276367187,0.708,0.84,1079155
18,2014,wheat,230,0.7692213745117188,0.704,0.828,1079155
19,2014,wheat,237,0.7730301513671874,0.708,0.828,1079155
20,2014,wheat,244,0.770342041015625,0.704,0.832,1079155
21,2014,wheat,251,0.7550224609375,0.688,0.812,1079155
22,2014,wheat,258,0.7567081909179687,0.688,0.82,1079155
23,2014,wheat,265,0.7554237060546874,0.696,0.804,1079155
24,2014,wheat,272,0.7365086059570313,0.688,0.78,1079155
25,2014,wheat,279,0.713274658203125,0.66,0.752,1079155
26,2014,wheat,286,0.7271688842773437,0.684,0.764,1079155
27,2014,wheat,293,0.7335097045898438,0.684,0.776,1079155
28,2014,wheat,300,0.7399453125,0.684,0.788,1079155
29,2014,wheat,307,0.7486845092773438,0.688,0.8,1079155
0,2015,corn,103,0.6681674194335937,0.64,0.688,4592639
1,2015,corn,110,0.699946044921875,0.656,0.728,4592639
2,2015,corn,117,0.7095607299804687,0.664,0.744,4592639
3,2015,corn,124,0.6850913696289063,0.64,0.724,4592639
4,2015,corn,131,0.7130809326171875,0.66,0.752,4592639
5,2015,corn,138,0.7261427612304687,0.668,0.772,4592639
6,2015,corn,145,0.7358258666992188,0.68,0.78,4592639
7,2015,corn,152,0.7526023559570313,0.696,0.804,4592639
8,2015,corn,159,0.8021132202148438,0.752,0.852,4592639
9,2015,corn,166,0.8307154541015624,0.784,0.888,4592639
10,2015,corn,173,0.8886306762695313,0.856,0.932,4592639
11,2015,corn,180,0.9060420532226563,0.88,0.944,4592639
12,2015,corn,187,0.9079197998046875,0.884,0.956,4592639
13,2015,corn,194,0.9411190185546875,0.928,0.972,4592639
14,2015,corn,201,0.94579443359375,0.932,0.972,4592639
15,2015,corn,208,0.9527928466796876,0.944,0.976,4592639
16,2015,corn,215,0.939480224609375,0.928,0.964,4592639
17,2015,corn,222,0.9537780151367188,0.944,0.976,4592639
18,2015,corn,229,0.9414783325195313,0.928,0.968,4592639
19,2015,corn,236,0.9278655395507812,0.912,0.96,4592639
20,2015,corn,243,0.9160360107421875,0.896,0.948,4592639
21,2015,corn,250,0.8782698974609375,0.844,0.924,4592639
22,2015,corn,257,0.850366943359375,0.816,0.896,4592639
23,2015,corn,264,0.802416015625,0.756,0.848,4592639
24,2015,corn,271,0.755439208984375,0.708,0.804,4592639
25,2015,corn,278,0.741798583984375,0.692,0.78,4592639
26,2015,corn,285,0.732767578125,0.688,0.768,4592639
27,2015,corn,292,0.7071282958984375,0.668,0.736,4592639
28,2015,corn,299,0.6864341430664063,0.648,0.716,4592639
29,2015,corn,306,0.7125123901367187,0.664,0.748,4592639
0,2015,soy,103,0.6639320068359374,0.636,0.684,3989632
1,2015,soy,110,0.698860107421875,0.652,0.732,3989632
2,2015,soy,117,0.7079478759765625,0.66,0.744,3989632
3,2015,soy,124,0.6853699951171875,0.636,0.72,3989632
4,2015,soy,131,0.7109606323242188,0.652,0.756,3989632
5,2015,soy,138,0.7251376953125,0.668,0.768,3989632
6,2015,soy,145,0.727110595703125,0.672,0.768,3989632
7,2015,soy,152,0.7433244018554688,0.688,0.792,3989632
8,2015,soy,159,0.785611572265625,0.736,0.832,3989632
9,2015,soy,166,0.7976387939453125,0.748,0.852,3989632
10,2015,soy,173,0.8530302734375,0.808,0.904,3989632
11,2015,soy,180,0.8755393676757812,0.84,0.92,3989632
12,2015,soy,187,0.8868953247070313,0.852,0.94,3989632
13,2015,soy,194,0.9248544921875,0.9,0.964,3989632
14,2015,soy,201,0.93708447265625,0.92,0.968,3989632
15,2015,soy,208,0.9507149047851563,0.936,0.976,3989632
16,2015,soy,215,0.9414971923828125,0.928,0.968,3989632
17,2015,soy,222,0.9577386474609375,0.948,0.98,3989632
18,2015,soy,229,0.9485947875976563,0.936,0.976,3989632
19,2015,soy,236,0.9385947875976562,0.928,0.968,3989632
20,2015,soy,243,0.9258193359375,0.908,0.956,3989632
21,2015,soy,250,0.8902308349609375,0.856,0.936,3989632
22,2015,soy,257,0.8568616943359375,0.816,0.908,3989632
23,2015,soy,264,0.8038206787109375,0.752,0.856,3989632
24,2015,soy,271,0.7549825439453125,0.704,0.8,3989632
25,2015,soy,278,0.7375467529296875,0.684,0.78,3989632
26,2015,soy,285,0.7264520874023438,0.68,0.76,3989632
27,2015,soy,292,0.7068430786132812,0.668,0.736,3989632
28,2015,soy,299,0.6834364013671875,0.644,0.716,3989632
29,2015,soy,306,0.7157613525390625,0.668,0.752,3989632
0,2015,wheat,103,0.7550680541992187,0.684,0.82,1082815
1,2015,wheat,110,0.787728759765625,0.72,0.856,1082815
2,2015,wheat,117,0.8106013793945313,0.744,0.876,1082815
3,2015,wheat,124,0.7641940307617188,0.692,0.84,1082815
4,2015,wheat,131,0.8315153198242188,0.776,0.896,1082815
5,2015,wheat,138,0.7975040283203125,0.744,0.86,1082815
6,2015,wheat,145,0.825495361328125,0.78,0.876,1082815
7,2015,wheat,152,0.8210463256835937,0.776,0.868,1082815
8,2015,wheat,159,0.8037483520507812,0.748,0.856,1082815
9,2015,wheat,166,0.78886328125,0.732,0.84,1082815
10,2015,wheat,173,0.7860593872070313,0.732,0.836,1082815
11,2015,wheat,180,0.7708120727539063,0.712,0.82,1082815
12,2015,wheat,187,0.7533560791015625,0.688,0.808,1082815
13,2015,wheat,194,0.7789945068359375,0.72,0.832,1082815
14,2015,wheat,201,0.7862745971679688,0.724,0.844,1082815
15,2015,wheat,208,0.7931381225585937,0.732,0.852,1082815
16,2015,wheat,215,0.7873363037109375,0.72,0.852,1082815
17,2015,wheat,222,0.79483935546875,0.724,0.86,1082815
18,2015,wheat,229,0.7928659057617188,0.724,0.86,1082815
19,2015,wheat,236,0.78866357421875,0.732,0.844,1082815
20,2015,wheat,243,0.7657426147460937,0.7,0.824,1082815
21,2015,wheat,250,0.755201171875,0.696,0.808,1082815
22,2015,wheat,257,0.7441656494140625,0.684,0.792,1082815
23,2015,wheat,264,0.7325160522460937,0.68,0.772,1082815
24,2015,wheat,271,0.69711962890625,0.636,0.752,1082815
25,2015,wheat,278,0.7232593383789062,0.672,0.764,1082815
26,2015,wheat,285,0.7242816772460937,0.676,0.76,1082815
27,2015,wheat,292,0.707223388671875,0.66,0.74,1082815
28,2015,wheat,299,0.7301890869140625,0.68,0.772,1082815
29,2015,wheat,306,0.7446927490234375,0.688,0.792,1082815
0,2016,corn,102,0.693765869140625,0.648,0.724,4849045
1,2016,corn,109,0.699724609375,0.652,0.74,4849045
2,2016,corn,116,0.6737860107421875,0.628,0.72,4849045
3,2016,corn,123,0.7286250610351562,0.672,0.776,4849045
4,2016,corn,130,0.7227888793945313,0.664,0.772,4849045
5,2016,corn,137,0.732916748046875,0.676,0.784,4849045
6,2016,corn,144,0.7535103149414063,0.696,0.804,4849045
7,2016,corn,151,0.770118408203125,0.708,0.824,4849045
8,2016,corn,158,0.8017672119140625,0.748,0.852,4849045
9,2016,corn,165,0.8570827026367187,0.816,0.908,4849045
10,2016,corn,172,0.8901443481445312,0.856,0.936,4849045
11,2016,corn,179,0.9083345947265625,0.88,0.952,4849045
12,2016,corn,186,0.9272529296875,0.908,0.964,4849045
13,2016,corn,193,0.9368538208007813,0.924,0.964,4849045
14,2016,corn,200,0.9420592041015625,0.932,0.968,4849045
15,2016,corn,207,0.9418737182617187,0.928,0.968,4849045
16,2016,corn,214,0.9418358764648438,0.928,0.968,4849045
17,2016,corn,221,0.9420899658203125,0.932,0.968,4849045
18,2016,corn,228,0.9321431274414063,0.92,0.964,4849045
19,2016,corn,235,0.9278848266601563,0.916,0.956,4849045
20,2016,corn,242,0.9202182006835937,0.904,0.952,4849045
21,2016,corn,249,0.8960760498046875,0.872,0.932,4849045
22,2016,corn,256,0.8627321166992188,0.832,0.904,4849045
23,2016,corn,263,0.816453369140625,0.772,0.864,4849045
24,2016,corn,270,0.782283935546875,0.736,0.828,4849045
25,2016,corn,277,0.7614020385742187,0.712,0.804,4849045
26,2016,corn,284,0.7298963623046875,0.68,0.768,4849045
27,2016,corn,291,0.72134423828125,0.672,0.76,4849045
28,2016,corn,298,0.6962526245117188,0.652,0.728,4849045
29,2016,corn,305,0.720255859375,0.672,0.756,4849045
0,2016,soy,102,0.6944027099609374,0.644,0.732,4084682
1,2016,soy,109,0.7015582885742188,0.648,0.744,4084682
2,2016,soy,116,0.6791256103515625,0.632,0.728,4084682
3,2016,soy,123,0.7282750854492187,0.668,0.776,4084682
4,2016,soy,130,0.7212340698242188,0.66,0.772,4084682
5,2016,soy,137,0.7367064819335938,0.676,0.788,4084682
6,2016,soy,144,0.7506884155273438,0.692,0.8,4084682
7,2016,soy,151,0.7626515502929687,0.7,0.816,4084682
8,2016,soy,158,0.7883276977539062,0.736,0.84,4084682
9,2016,soy,165,0.8271463012695313,0.78,0.876,4084682
10,2016,soy,172,0.8610543212890625,0.82,0.912,4084682
11,2016,soy,179,0.878515625,0.84,0.924,4084682
12,2016,soy,186,0.9082926635742188,0.88,0.952,4084682
13,2016,soy,193,0.9256466674804688,0.904,0.96,4084682
14,2016,soy,200,0.9413416748046874,0.924,0.968,4084682
15,2016,soy,207,0.9432642822265624,0.928,0.972,4084682
16,2016,soy,214,0.9481714477539063,0.936,0.972,4084682
17,2016,soy,221,0.9494296875,0.936,0.976,4084682
18,2016,soy,228,0.9421345825195313,0.932,0.972,4084682
19,2016,soy,235,0.9438652954101563,0.932,0.968,4084682
20,2016,soy,242,0.9367003173828125,0.924,0.964,4084682
21,2016,soy,249,0.909678955078125,0.888,0.944,4084682
22,2016,soy,256,0.8760338745117188,0.844,0.92,4084682
23,2016,soy,263,0.8281917114257813,0.776,0.88,4084682
24,2016,soy,270,0.7897174072265625,0.74,0.836,4084682
25,2016,soy,277,0.7635289306640625,0.708,0.812,4084682
26,2016,soy,284,0.7320281982421875,0.68,0.776,4084682
27,2016,soy,291,0.7191926879882813,0.668,0.76,4084682
28,2016,soy,298,0.6973762817382813,0.652,0.736,4084682
29,2016,soy,305,0.7211033325195313,0.672,0.76,4084682
0,2016,wheat,102,0.8033627319335938,0.74,0.868,1019406
1,2016,wheat,109,0.8279447021484375,0.764,0.896,1019406
2,2016,wheat,116,0.7992235717773437,0.732,0.872,1019406
3,2016,wheat,123,0.8454091186523438,0.792,0.908,1019406
4,2016,wheat,130,0.8396228637695312,0.788,0.904,1019406
5,2016,wheat,137,0.7969697265625,0.736,0.864,1019406
6,2016,wheat,144,0.8368956909179688,0.788,0.892,1019406
7,2016,wheat,151,0.8268850708007812,0.772,0.884,1019406
8,2016,wheat,158,0.807033447265625,0.752,0.86,1019406
9,2016,wheat,165,0.78642822265625,0.728,0.84,1019406
10,2016,wheat,172,0.764825439453125,0.708,0.816,1019406
11,2016,wheat,179,0.759057861328125,0.7,0.808,1019406
12,2016,wheat,186,0.7759623413085938,0.716,0.832,1019406
13,2016,wheat,193,0.7828695678710937,0.72,0.844,1019406
14,2016,wheat,200,0.7862670288085938,0.72,0.848,1019406
15,2016,wheat,207,0.7897041625976563,0.72,0.856,1019406
16,2016,wheat,214,0.780802490234375,0.712,0.844,1019406
17,2016,wheat,221,0.795298828125,0.728,0.86,1019406
18,2016,wheat,228,0.7913942260742187,0.724,0.856,1019406
19,2016,wheat,235,0.7809156494140626,0.708,0.848,1019406
20,2016,wheat,242,0.7790057373046875,0.708,0.848,1019406
21,2016,wheat,249,0.7817249755859375,0.712,0.848,1019406
22,2016,wheat,256,0.7583754272460937,0.688,0.824,1019406
23,2016,wheat,263,0.7597415771484375,0.696,0.816,1019406
24,2016,wheat,270,0.749698974609375,0.692,0.8,1019406
